t,d,x1,x2
5,0,-.218702,1.124493
5,0,-1.874387,-1.111404
1.1680427,1,.4676485,.75589
5,0,-.6991394,.090801
3.4545469,1,-.7422879,.4452743
4.3390082,1,-.0907367,-.3682785
5,0,-.5376278,-.5077431
5,0,.8437769,.0277161
3.9755286,1,-.2622602,1.374289
5,0,-.9298019,.2030442
.4145042,1,-.6399962,-1.300435
.64285083,1,.9554548,-1.231117
5,0,-.4778272,1.115156
5,0,.6314535,1.691661
5,0,.3305755,.2326671
.20771728,1,.0291677,1.941746
5,0,.3010979,1.219636
.52232026,1,-.454036,-.4802147
4.0053348,1,.8007936,.9260853
5,0,.9575933,-.0713123
2.9663433,1,.0497134,.8407946
.39077637,1,1.503992,-1.844296
5,0,-1.07651,.3533975
5,0,-.8458002,.5749848
3.1872382,1,-.6588786,.9922192
3.7714129,1,-.7278652,-.4519049
.07151409,1,-.4822779,-1.540512
4.5119841,1,-3.037607,.5847238
2.4489354,1,-.2913198,1.502828
5,0,1.981805,-1.070659
.45377147,1,.9075689,-2.686202
.63322097,1,-.8205066,.4727618
4.3873269,1,-.568651,-.9665771
1.3872783,1,1.057447,.0910349
5,0,.3725537,-.7972685
2.7995098,1,.6554098,.2526112
5,0,-1.085569,-1.314187
5,0,-.9081918,1.785776
1.9287093,1,.6945875,-.3080912
4.7552228,1,.8124172,.287412
5,0,.3867835,-.6015512
5,0,.2722398,-1.013765
.91382865,1,.1329874,.6167817
.76429875,1,-.798121,-.2979282
5,0,.8540175,-.7853243
5,0,.2620147,1.322449
.1200368,1,-.8327659,2.067634
5,0,.0376514,-.7589597
3.9828801,1,-.9904985,-.3602704
5,0,.7348407,.3865308
5,0,.5311111,.7905461
.02153418,1,.6771373,-1.582875
5,0,1.29653,.8062419
2.5904442,1,1.362171,1.775407
.90194411,1,-1.66551,.332299
5,0,1.79909,.5943777
5,0,-.1683814,1.293009
2.1977924,1,-1.003387,-2.011561
1.8201134,1,-.8674402,.4119853
.44750687,1,.6899178,-.4921253
2.0354312,1,.0178989,.9373462
1.8143522,1,.3170324,-.062586
5,0,-.3159158,-1.267246
3.0033056,1,.9870419,1.08061
.49278528,1,.4914739,-.9263951
5,0,-.011927,1.070658
4.3660972,1,.6500133,.316219
3.585876,1,.1267709,-1.161831
.02902105,1,-1.16872,.1053773
5,0,.3309018,-.9529046
5,0,.3089797,-1.384746
3.7671375,1,-2.507569,-.0707553
5,0,-2.00256,-.9344801
5,0,-.5731961,-1.137459
5,0,.6126235,1.087205
.13721995,1,.6211763,-.0713617
5,0,.944374,2.212306
5,0,-.8518988,-.1906301
5,0,-.2561846,-3.575521
5,0,-.5277919,-1.252762
5,0,-.8093163,-.479148
3.2513929,1,.2246286,-1.739858
.39159052,1,-.8554934,-.1952906
5,0,1.878371,1.199732
5,0,.6248272,.982755
.78623759,1,1.14879,1.357226
5,0,1.159359,-.9491296
5,0,-.3080939,-.1411826
4.9835846,1,.482598,2.229109
5,0,-.5132263,-.4592818
.63070967,1,1.082418,-.3512217
5,0,-.6843943,-2.6756
1.8482376,1,-1.326646,1.710628
5,0,-.6024168,-.2255259
5,0,.3628434,-.8120204
5,0,-1.462803,-1.88408
3.4666866,1,.6589279,-1.655128
2.0726737,1,-.0635847,-.1649533
1.9543585,1,-.5332196,.007005
5,0,-.0550057,.0807906
5,0,.6230324,-1.367399
.03885695,1,1.434362,.5815715
.2393296,1,.6932124,1.216302
5,0,-.7864223,2.626984
1.7124005,1,-2.353319,-.0317104
1.2273414,1,1.112358,-.0856179
.28220067,1,.5840332,.2583882
1.6694681,1,1.131552,-1.94678
1.8392627,1,2.23546,.2569613
5,0,-1.059572,.209741
5,0,.1397594,-.197418
1.9742318,1,-.6493034,-.900133
5,0,.4960249,.347077
5,0,.5401018,-1.710196
2.015075,1,1.394661,.5048414
.26467969,1,-2.912721,.1010901
.48976711,1,-.2873132,.4912446
4.4377746,1,.4215341,.5791767
5,0,-1.480479,.2425126
2.0774739,1,.2236527,-1.068174
.3763431,1,-.039056,-1.285684
5,0,.4589007,-.0476988
2.4018873,1,-2.59283,-1.707168
5,0,.1004655,-.7662878
.99883543,1,.5491644,1.897466
2.5893468,1,-.5181431,-.1913206
1.4931833,1,-.2310007,.6567028
5,0,-1.471347,-.1990799
5,0,.3427554,-1.418613
1.7062055,1,2.258764,-.9229457
2.527206,1,2.891523,.984746
.77918582,1,1.379997,.1015737
5,0,-.0969702,-1.344012
5,0,-1.255496,-.544589
1.3205165,1,1.264949,-.5722162
3.8674275,1,-.225501,-.0262303
5,0,.4628721,-.8698412
5,0,.1090747,-1.404955
.04315504,1,-1.954452,-1.593818
5,0,-2.230471,-.3973682
5,0,-.984239,-.7094707
5,0,-.2235971,-.3984512
3.0752427,1,-2.0188,.0153882
2.708635,1,-.3725127,1.177162
3.950736,1,-.5023021,.6456
5,0,.1015017,-.1130803
5,0,-.2862834,-1.841617
3.9785527,1,.7716217,.7714622
4.2552881,1,-.1975509,-.8936295
5,0,1.12948,-1.405688
5,0,.8954477,-.389596
.02260832,1,.2162102,-.0487402
.95200909,1,1.478147,-.1159379
1.3013223,1,.2790684,-.6327878
.17213612,1,.8904886,-.1166227
.72484926,1,1.225201,.8073611
5,0,-.0932725,-1.141893
5,0,.3767214,.1564503
3.8260619,1,.188603,.3358511
3.6684393,1,-.6258326,1.441308
2.814992,1,-.8125311,1.84552
5,0,-2.614032,-.9583234
3.5191628,1,-.8856084,1.036681
2.6233172,1,.7138734,2.484927
.63159983,1,.4076186,-.6211902
2.4250532,1,.1525859,1.581054
5,0,1.570501,.4402573
5,0,.0594015,.7911187
.01297554,1,.4948494,-1.862018
5,0,-.6941426,-.6661498
.64530796,1,-.4783881,.1620226
1.3508648,1,.7106932,-.9885349
.06306996,1,-.1875431,.3471141
1.9501143,1,-.3625541,.163685
5,0,.828348,.4852482
.3649513,1,.9327429,.0609376
5,0,1.209068,3.537174
.57636102,1,1.434619,1.780914
5,0,.137122,.7530514
5,0,-.641997,-.5516132
3.6083833,1,-1.150908,1.525505
4.9544548,1,-.2300661,-.2988754
1.4224093,1,-.929016,-2.580032
5,0,.0448344,-.9329972
5,0,-.9863131,-1.336112
5,0,-1.776441,-.2296993
5,0,.6219266,1.37594
3.5945362,1,-2.257096,.693864
5,0,-1.43844,-.8743079
5,0,-1.266273,1.026904
.50805765,1,-.3425,-.2603232
5,0,.2099816,-1.803118
4.8027158,1,-.0408012,-.3072792
5,0,1.067116,.205025
2.888377,1,-.1813808,1.254833
3.3902718,1,-1.985106,.0922992
.55727884,1,-.3236614,-.1350558
5,0,-1.904713,-.5282249
1.3037643,1,-.2219367,-.4503248
.73124268,1,.0732273,.1781765
.28495886,1,-.4506136,.8293259
5,0,-.5176805,1.402604
5,0,.9144778,.450647
5,0,.2545687,-1.060543
5,0,1.349011,.5566859
5,0,-.4096673,-3.327842
.04150498,1,-.0680832,.3188179
1.2974381,1,-.7304776,-.535868
5,0,-.8462744,-.5446804
5,0,.8675933,-.7562863
5,0,.495286,-1.056768
5,0,-.5646573,-1.07201
.28478376,1,.2187067,-.6519827
1.4470757,1,1.043251,1.161129
3.040051,1,-.6373902,1.270804
4.2425423,1,.8552315,.4635928
5,0,-.3510897,-1.385602
5,0,.7758933,.3052823
5,0,-.2997344,.1293164
5,0,1.06948,1.715952
5,0,1.241043,2.062852
5,0,.69278,.9341155
5,0,1.113961,-.1801241
2.7268244,1,1.444027,.1617396
2.6448089,1,.8441815,-.456971
5,0,.2923547,-.8019962
5,0,-.4277089,.4264013
5,0,.1723566,.4051633
4.4071621,1,.6195297,.6549389
5,0,-.1777718,1.117702
5,0,-.4047691,.6602097
5,0,-1.005245,-.615036
3.4966102,1,-.6166486,.8836353
.61092905,1,.7840428,.509768
5,0,-1.902712,.0398331
1.8925823,1,-.907953,.8121862
4.4448948,1,.2419868,-.5380634
5,0,-1.327773,-.8546087
1.4111995,1,-.6026279,.2438596
5,0,.4975307,-.7045978
5,0,1.161438,-2.165277
2.4613308,1,.9066064,-.8322346
3.0505472,1,.2274178,1.359385
3.5179686,1,-.2162146,-.3547581
5,0,1.875092,.138078
3.3315331,1,.222808,.5863333
1.7271424,1,.1343905,-.3425342
5,0,-.2777117,-.1936829
.34321411,1,.3846051,.92646
5,0,.805042,.7417275
5,0,.6100278,.5273052
2.6873772,1,-1.232243,-1.435971
5,0,.6462528,-.6532651
5,0,-1.573407,1.188812
2.0220329,1,-.3519085,-.5855109
2.6629979,1,-1.296339,1.741877
5,0,-.169801,.5476099
5,0,-1.230073,.7793224
1.1007059,1,.3386275,.2436896
1.3530314,1,.0147014,-.2156845
3.4554591,1,.1985388,-.2943267
.34879949,1,.0788174,-.7202405
2.9112615,1,.4092997,-.659766
5,0,.2328864,-.375462
5,0,-.7826443,-.720881
4.6432982,1,-1.54787,-.488562
5,0,-.4225852,.2114356
5,0,-1.580005,.5248767
4.6471963,1,-1.159926,-1.668646
5,0,1.538081,-1.871137
2.0328913,1,-1.188644,2.592516
5,0,-.90214,-.894778
5,0,1.035171,.8991509
5,0,-.0677144,.8975956
5,0,1.044793,-.0392805
.24630009,1,.3051538,-.3013024
5,0,1.514464,-.7756633
5,0,-1.544287,-.7415573
1.7916828,1,-1.938031,-.4211802
3.3781516,1,.3263979,.1832122
5,0,.4966266,1.427726
2.7486336,1,.558898,-.4936875
5,0,1.164631,.7918574
5,0,-.1697461,-1.441906
.84087249,1,-.0315604,.1344125
5,0,.5743378,.6188474
5,0,.1564185,-.7271016
4.1659428,1,-.1844827,-.6964659
5,0,.67375,-1.387043
.06107023,1,.9780537,.0422783
5,0,1.3886,2.237145
5,0,.9483983,1.061128
5,0,-1.202929,.8684515
1.350958,1,.1238669,.085257
4.0215022,1,-.8007878,-.4919761
5,0,.6886403,-.8413388
5,0,-.7088541,.2796403
5,0,-.7023032,-.1175634
2.3362146,1,.2552735,.6627831
5,0,.9467886,1.261572
5,0,.8281251,-.6661224
1.3205307,1,.8471415,.2628698
3.1407027,1,-.8749325,-.0244127
1.8128631,1,2.006822,-1.413584
.12558946,1,1.025742,.0687202
5,0,.5842925,-.0103577
5,0,.9731675,.4775307
.09146516,1,-1.833303,-1.177718
4.193689,1,-1.192863,1.265021
.78273776,1,2.486146,-1.684309
.84585007,1,.0042029,1.233179
2.4169814,1,1.79763,.8822873
5,0,-1.493621,-1.202306
2.9565101,1,1.170883,-.6287062
5,0,-.6600161,-.7940246
5,0,-.5628992,2.035681
5,0,-1.749313,.4248143
5,0,-1.272124,-1.19727
.32260816,1,-.6794112,-1.41483
5,0,1.465945,-.6248415
5,0,.4083264,-1.509231
5,0,-.586717,.37828
5,0,-1.70432,.3797115
5,0,-.0357854,.3799164
3.5035892,1,.989311,-.4517483
5,0,2.04302,-.5129259
1.8285079,1,.4297604,.5281905
5,0,1.129644,-.0345395
5,0,1.074023,1.199594
5,0,-.3899798,.1361105
5,0,.0981697,.3797726
.25800371,1,1.918227,1.002199
4.4470872,1,-.0477874,2.889103
5,0,-.2286476,-.4422959
2.1588115,1,.3397238,-.9403191
4.1981094,1,-.7870235,-1.249592
1.0688482,1,.3216101,1.608502
2.4067292,1,.5657826,-.0476113
1.3117733,1,.777588,.7879733
2.4596116,1,1.314511,1.101109
4.3773083,1,-.1268283,.3357813
4.0621292,1,.3391146,.2579626
5,0,1.569159,-.0535052
.44234234,1,.911673,-.5876789
5,0,-.847176,-.8205316
3.6299274,1,1.294788,-1.621047
2.567593,1,-1.577668,-.5526638
5,0,-1.306926,2.086551
5,0,-1.681716,-.8949708
5,0,-1.341295,1.604308
2.708783,1,.1170138,-.1417269
5,0,1.576228,-.7459322
5,0,-.288622,.3961553
2.3180235,1,.0794896,.8541507
5,0,1.345091,-.4814413
3.1776177,1,1.006485,.4267297
.17956701,1,-.6741956,-2.068862
5,0,.9762686,-.1532375
.68808929,1,1.485722,-.3829694
1.8778188,1,.9777457,-1.056047
.20834462,1,.423646,.6262994
5,0,-1.345839,.0387709
5,0,-1.406396,.5771801
1.1276731,1,.97953,.6647896
5,0,.9963374,-1.806015
5,0,.1226747,-.3566692
5,0,.3673361,-.4195881
2.4726388,1,1.444508,-.1255936
2.6006898,1,-.2230657,.3356924
1.8403217,1,-.6329622,-.2905125
.33806929,1,-1.067113,.9461461
4.3878955,1,-.252368,-.1884618
5,0,.4320514,.3896762
5,0,-.1099392,.0835735
1.112869,1,.6255101,2.3664
5,0,-.9282608,.7694016
2.4216454,1,-1.68607,.3773104
5,0,.5321564,-1.966521
5,0,1.156095,.5158294
1.5163689,1,-.4888968,.2608971
5,0,-.8339045,.2853569
4.3681719,1,-1.194561,-.3678043
.01363731,1,2.670993,1.46345
5,0,-.2331314,-1.782307
1.9318214,1,1.262417,-1.015902
2.8197427,1,-.0301865,1.294901
5,0,.2250423,1.621889
.02061248,1,-.1661824,-.4732674
5,0,-.0691082,.4744941
5,0,.6997852,-.6339955
5,0,.5712319,.8758914
.11133495,1,-1.308389,-1.03603
1.482246,1,-.3696349,-1.031036
1.5716659,1,1.178372,-.4917951
4.1501878,1,-2.441294,.7146135
5,0,.7378037,-1.029293
.97788088,1,-1.434233,-.322743
3.2701219,1,1.205306,.1539765
.55778179,1,-.3767282,1.021756
5,0,-.1304913,-.7870724
2.0286702,1,.492124,-1.031338
5,0,.6381345,-.7680534
5,0,.5552101,-.2578218
5,0,2.102974,.5004046
5,0,.6745311,1.43066
5,0,-1.637138,-.5096951
2.12122,1,-1.192288,-.7155188
1.863241,1,-1.22265,-.234796
.00034118,1,.7368706,.8218235
2.4555851,1,-.1565795,.6228496
3.5942306,1,-2.380946,.907009
1.5675493,1,1.368936,1.14076
1.0770012,1,-.035155,1.033666
5,0,1.425383,-.5790349
5,0,.2647542,.1656222
.16733656,1,.4038169,.8607532
1.9663148,1,.3882686,.5851988
5,0,-.7740942,-.1888026
2.732817,1,.0711897,.9406168
5,0,-.4233837,-.4011115
5,0,.9654754,1.907846
5,0,-1.243933,1.56193
1.0995399,1,-1.835809,-.6050407
5,0,1.007138,-.7591197
2.920351,1,-.8989426,.6610457
5,0,-.2370744,-1.126513
.96182212,1,.2870238,.1036993
5,0,1.600239,-1.586126
1.8854409,1,1.817741,1.551782
1.1633469,1,-.4129699,1.623329
3.5817914,1,.097875,-.3840662
4.0172515,1,1.705735,-.1619182
1.9045654,1,.4399916,.774022
5,0,-1.200994,.8010766
5,0,.0499605,-1.885003
.52446801,1,1.765566,-.5198892
4.6196062,1,-1.544585,-1.050708
3.4435402,1,.0607608,1.265247
2.8311205,1,.9000397,-.1747138
5,0,-.3579825,.8413695
5,0,-1.478132,.2701306
3.2979245,1,.079465,.5279421
5,0,.4022073,.7923785
5,0,.1159437,-1.083988
2.9115686,1,-.3639549,-.8164107
3.5540877,1,.120899,-.3415724
1.1061788,1,.1859861,1.081256
2.9575736,1,-2.504241,-.3702823
5,0,.2720109,-.9066691
5,0,-.1496094,.5068395
5,0,-.9200466,2.487419
4.1242608,1,2.466312,-.1758938
5,0,.6607487,-1.064964
5,0,-1.79164,-1.909287
1.2627711,1,.7960573,.5714789
5,0,.7948815,-.1258892
5,0,1.722937,-1.197718
5,0,-.1540939,-1.125825
.96076899,1,-1.659483,.4496428
5,0,-.4044968,-.0505445
5,0,-2.270444,-.3489425
5,0,-.975017,-.4498372
5,0,.9086532,.2141077
.18162625,1,-2.422279,-1.651428
5,0,-2.364548,.6526544
1.3235498,1,.8360768,.2127101
5,0,2.130152,-.8688629
.92368389,1,.3884609,.337122
5,0,-.5849065,-.7628565
1.6148814,1,-.7309529,.7142996
.08264,1,-.1000947,1.040229
1.6797318,1,.5946018,.5623665
5,0,-1.149477,-1.596352
5,0,.3159102,-.6196253
5,0,-.0261911,.065961
2.3525061,1,1.711486,.4302875
5,0,-.089087,.1192015
5,0,-.6677336,-1.116073
.78895227,1,1.576441,.738943
5,0,-.1356793,1.507628
5,0,-1.13645,-1.369922
.96281511,1,-.7066551,.0034882
2.3947249,1,.5913797,-.7298897
5,0,.2925056,-.9945855
5,0,.7400687,.2189852
3.3733148,1,-.1290394,1.26202
1.1999234,1,-.1049171,1.766309
5,0,1.316589,.9995796
.31125711,1,-.5772188,.0833525
1.9184625,1,-1.904567,.865688
5,0,.3917149,.2866153
5,0,-.0578907,-.3602139
5,0,-.3135638,2.310942
1.6663415,1,-.9769589,.2328698
5,0,.9685006,-1.278611
4.7661545,1,-.422275,-.0464626
3.5910438,1,-.790638,-.3168188
5,0,.660475,-1.007664
5,0,-1.213217,-.5361055
5,0,-.2952746,-1.386629
2.2482529,1,-.3783135,-.2747196
5,0,-2.102966,.5771343
5,0,-1.000479,-1.086303
5,0,1.17369,-2.207843
4.673332,1,-.3894854,1.499461
1.3194848,1,-.4277812,-1.062952
2.0477883,1,.9257597,1.24229
5,0,.3190715,-.2283645
5,0,-.7221352,-1.04406
5,0,1.107724,1.609095
5,0,-.3221801,.9481267
5,0,.0005374,2.497228
3.0910872,1,1.244678,.6854568
5,0,-1.756071,-1.002686
5,0,.0287985,1.01958
4.9038423,1,.7122501,-2.029809
5,0,.1450591,-.6565133
2.8361578,1,1.111484,.4813405
5,0,1.300431,1.314467
1.9942746,1,.0758082,.1169421
5,0,1.347327,-.3292359
5,0,2.263723,1.237582
5,0,.3030347,-1.131438
5,0,-1.125787,-.0794137
.21537008,1,1.347612,-.6006303
.49937633,1,.5461923,.4537821
5,0,-.3803823,-.6401939
.41492608,1,.6398801,.5498077
4.4989924,1,2.046113,.5787929
4.875096,1,-.9711188,-.6862541
5,0,.021269,-2.081433
3.0949428,1,-1.030267,-.1804104
.83283749,1,1.37809,.0178988
5,0,-.2938866,.296985
2.6310674,1,.7992659,.8782964
5,0,.2365297,.5768734
5,0,-.0022128,-1.479006
5,0,-2.622863,.4409353
5,0,.6874219,.2836944
4.1867591,1,-.0660533,-.784071
5,0,1.817943,-1.599686
.54419613,1,-1.160982,-.3707749
2.5875272,1,.002932,.7878678
5,0,-1.159861,-.5883021
5,0,-.1664754,.8849956
1.9723243,1,-.1269237,-.5229654
5,0,-.4353279,.1457598
5,0,.3981853,.9402164
5,0,-.9719463,-.8529832
5,0,-.8453647,.5503615
1.0424967,1,-.3420475,.6725528
.78067228,1,-1.253525,-.4465983
2.3408198,1,-.0442335,1.696651
.49463925,1,.9382114,.7561719
5,0,-.6985416,.4954061
.39126842,1,-.0108794,-.8045703
1.6288563,1,.952001,-.9322852
5,0,-.1235548,.88044
5,0,.9278777,.0671543
3.1562773,1,.3259786,.4097666
1.0117545,1,.8731173,1.024804
1.7256813,1,.0553942,.0814662
4.6253759,1,-1.032791,.0139592
5,0,.7315992,-.5879076
2.7215946,1,.6881541,.3411401
5,0,.9405875,.1196003
5,0,.6052963,-.6689393
5,0,-.0833417,-1.420733
5,0,-.6523333,-1.158387
5,0,-1.311219,.3182754
5,0,-.839956,.013199
5,0,-.1793715,-1.112724
5,0,-1.278426,-.5327386
1.0260596,1,-1.129982,2.06472
3.6312511,1,-.2358309,.4440601
5,0,-.2792258,.3133957
.51590852,1,-1.034129,-.3105558
5,0,-1.231877,.7017689
5,0,1.006388,.7128504
5,0,-1.319023,1.233766
5,0,-1.75223,-.3751636
4.8325999,1,.1057193,-.0966616
5,0,-.4682159,.2050381
4.4658065,1,-.0312481,1.167877
5,0,1.301112,-.3963209
5,0,1.343294,-1.102866
5,0,.0345567,-1.388175
5,0,-.6467221,1.594853
.56897783,1,-.9799895,-1.617684
5,0,.7329368,.9414463
5,0,-1.071699,.0939225
.07258588,1,-.3470801,.0114496
5,0,2.184401,-.540742
.63124474,1,-.2413488,1.493834
4.5401775,1,-.7846695,-.0272743
.64417162,1,-.2886222,.1484019
5,0,-.0629822,-1.038065
5,0,-.3914859,-.2260875
5,0,-.4996878,1.036441
.09747049,1,1.143528,.1002054
1.1494155,1,.5882078,.9145744
1.2647987,1,-.330282,1.935996
.66336652,1,-.4745075,-2.173317
.56953598,1,-1.572648,-.2987133
5,0,-1.08677,-2.029466
1.9262373,1,1.863159,-.4368294
5,0,-.3519889,-.3894158
5,0,-.4573638,-1.545347
.15515579,1,-.0312492,1.939564
5,0,-.3514861,-.3218039
.01879501,1,-.0564254,1.837656
5,0,.1823425,-.1602059
3.481055,1,-.4601412,.8452375
.938959,1,1.583675,-.2990703
4.3829133,1,.594651,-.0396122
5,0,-.3537872,-.5982081
1.0825564,1,-.1387357,-.9324408
.00051966,1,.7804627,.8895947
5,0,1.215516,.8805177
4.0927627,1,-1.531453,-.530058
4.1491886,1,.318495,.057839
5,0,-.6712438,.3598321
4.1387368,1,.8997675,.4015743
2.2331238,1,.0922531,-.5943972
.31417102,1,.7185081,.0842578
5,0,-.7087191,.3642848
5,0,-1.735547,-1.71076
1.0439882,1,.049877,.0575216
5,0,-1.367016,-.4108911
2.3066249,1,.2279114,-.1040502
4.2912161,1,-.318125,-.5808719
.09620351,1,-.1398576,.7707157
.00050879,1,-.068091,1.278181
5,0,-.2870739,.9754946
5,0,1.464397,-1.013426
5,0,-.1022858,-.5192319
5,0,.8682601,1.248347
5,0,-1.760571,-.7752107
.00599656,1,.726965,.5263088
5,0,.9891832,-.4176154
5,0,1.28324,-.4148517
.07763216,1,-.109097,.998162
1.2230362,1,-.8666376,-.5890977
5,0,-1.425604,-.6512375
.0297544,1,.0900319,2.978275
5,0,.134032,.2080408
5,0,.2762825,.9822593
5,0,.6217173,.4696227
1.4098987,1,2.590759,-.3935148
5,0,-1.528864,-.1545926
5,0,-.7432908,-.3042391
5,0,.3197964,-.2332233
5,0,-1.477727,-1.04702
.04893226,1,1.299345,-1.028172
.56507736,1,-1.43968,.5422211
2.9058638,1,.4023127,1.348573
2.3169851,1,-.7474251,-.7716735
1.8815661,1,-.3752229,1.213877
1.5752613,1,1.104378,.9246196
5,0,-.4502475,.8574681
.34039091,1,.3708532,-.0054212
5,0,.2399585,.4028286
.01163346,1,-.118034,-1.09363
5,0,-.3530542,-.1215352
.00468401,1,1.019938,.1966891
1.6326398,1,1.776097,.2844681
2.2575587,1,-2.014762,.954905
5,0,.1420965,.4907174
5,0,-1.038183,-1.038283
5,0,.6354986,1.397444
5,0,-1.427588,-.5785553
5,0,1.312317,.2579895
.00945962,1,-.0925699,.7718218
3.2247637,1,-.3893725,-.77044
.09484214,1,1.306475,-.2337421
5,0,-.7479659,-.6178481
5,0,.5305173,1.024813
5,0,-.3310569,-2.336768
1.2586902,1,-.9416704,-.8493892
.62831349,1,.8083701,-1.915735
5,0,-1.89667,-.9342674
5,0,-.1615447,.3683576
5,0,-.6109095,.5581359
3.7963628,1,-.9559903,-.3705894
.31553762,1,-.1514948,1.036397
3.7978447,1,.0044626,-.4502906
5,0,-.2206295,.5534312
2.8986169,1,.7007931,.0312599
5,0,-.5764006,-.6887772
3.5335797,1,.6969483,.2404124
1.9444088,1,-.3667274,.092113
5,0,1.045002,.1926069
5,0,-1.074521,.0205567
5,0,-2.165814,-.1088946
5,0,-1.387013,-2.047647
2.1613331,1,.0937884,1.032891
.09756595,1,1.23873,-.6783298
5,0,-1.650011,-1.369105
5,0,1.469303,-1.236718
5,0,.7657053,-.3605627
.02768553,1,.1713978,-.4898338
5,0,.0425824,-.6101097
2.7031175,1,-.1144585,-.7189267
.58389295,1,-.6488402,-.2954484
.7956211,1,-1.488572,1.325274
2.4376386,1,.5195746,-.2588171
5,0,.0429902,-2.200152
.80252562,1,-.6284135,-1.08553
4.5625905,1,-.0044993,.2198838
.42524924,1,-1.043034,.6730468
5,0,-.5382379,-1.291697
5,0,-.1577881,.0370005
2.6729311,1,.3613464,.0641721
2.587098,1,.1960984,-1.066216
5,0,1.309275,.1834826
5,0,-.3146092,-.7012361
3.4211649,1,-1.459384,3.185533
5,0,-.6907231,-.364597
1.4322154,1,-.6502777,-1.514424
.51930415,1,-.1041292,.8507982
.32371371,1,1.374002,-.1898023
4.4470103,1,.9081753,.0429742
.0874282,1,.1339722,1.129254
5,0,1.102064,-2.351074
5,0,.7398577,.8467321
2.5705239,1,.9788283,-1.623306
5,0,-.5986725,.0798653
3.387376,1,.2560858,-1.542902
5,0,.4792402,-.5861984
4.9137823,1,-.0996772,.3411781
1.0677029,1,.9211621,1.090387
2.129192,1,-.2605639,-.9384277
5,0,-1.748575,-.1753412
5,0,-.6966841,1.378741
5,0,-.5667684,.6831812
4.9810286,1,-.9800584,2.258404
2.0281216,1,-.9765835,.1797509
5,0,-.4114577,-.8094161
5,0,-.2866104,.2952251
.42919573,1,-.3190216,.6023515
5,0,.9420149,-1.036818
5,0,.8647439,-.5367836
1.0878071,1,.00336,2.514828
.26655479,1,.7133482,-.1232676
5,0,-.0735553,-.7805349
.29518992,1,2.425646,.2808369
.67887016,1,-2.368055,-.8599876
.61327898,1,-.5481561,.0441512
5,0,.4485953,-1.549708
.85005911,1,-.4189232,-.7421832
1.3309231,1,1.409961,2.833057
5,0,-1.0482,-2.09954
5,0,-.6715004,.7498156
3.034895,1,-2.951433,1.355565
5,0,-.3636948,-1.287146
1.8036282,1,-.2558077,-.7377227
3.6797238,1,-.8304154,.5649638
5,0,-1.79663,-.2097105
5,0,.6110192,-.884846
5,0,.0756142,-.9208393
5,0,.8411679,-.0070726
4.6637081,1,-.6967956,-.4025491
5,0,1.200892,.3090203
5,0,-.4939692,.8638104
5,0,-.9400623,-1.140274
5,0,-.1905104,.107565
5,0,.6940283,.2581818
2.0304089,1,.8633653,-.5103191
5,0,.2505161,-.7589709
5,0,.4606885,-2.458644
.46478108,1,1.234459,-.7186596
5,0,-.7213305,-.5954537
1.310475,1,.0961328,.3026575
5,0,-.3871587,-.6603966
5,0,1.220312,-1.248409
5,0,.4566314,-1.528159
.00761461,1,1.024105,-.2962467
.50666385,1,1.064701,1.150352
5,0,.785198,.5245261
4.8372548,1,-.1209968,-1.215913
2.6478318,1,-.4384143,-1.129118
5,0,.3763224,.4076021
5,0,.2027631,.7069086
5,0,1.36504,.1646758
1.1855076,1,.7166916,.1841597
5,0,.7010322,.2926112
2.7314566,1,1.093657,.5559111
5,0,-1.310257,.6981764
5,0,-.3010674,.8371004
5,0,2.247978,-.3139055
2.1820661,1,-.0001853,.5786446
5,0,.7819211,.6304378
1.0888571,1,1.598276,.9860574
1.8129457,1,-.169901,-.4948992
5,0,-.8951189,.9302782
1.9095663,1,1.79365,-1.057926
5,0,-.1255419,.5062199
5,0,-.1153877,2.408199
2.394586,1,1.093842,.37705
.30299858,1,.8418438,1.242977
.56400738,1,-.1230753,-1.432874
.87783709,1,.9835108,.380621
3.4033749,1,.1366293,-.6852074
4.7023102,1,-.1625659,1.09925
1.5199068,1,1.225612,-.3818296
5,0,.6859305,1.537543
.37031065,1,-.7098742,.4068148
3.6391438,1,-.1819863,-.1179412
5,0,-.109628,.5363356
5,0,-.3248561,-1.511432
.00038806,1,-.9833004,-1.079973
.02750563,1,.1947769,-.2526904
.00827363,1,-.4296519,-.1193429
5,0,1.744923,-.7635384
5,0,-.6169213,-.1829812
.39156132,1,1.228137,-2.927891
1.32807,1,-1.338734,-.7143322
5,0,1.096204,.6234249
5,0,-.2756384,-.647717
1.7776293,1,.4910959,-.1944151
5,0,1.039885,.5809518
4.4680072,1,1.010852,-1.545199
2.7753419,1,.4056509,-.1724625
5,0,.7393505,-.0012174
2.7690735,1,2.052794,-.1578966
5,0,-.4519889,-1.412211
5,0,.7918432,.4384494
.03412511,1,.3290946,-1.88745
2.7611678,1,2.161106,.784548
1.2054659,1,.24034,-.3051393
5,0,.0536134,-.6466991
5,0,.6556776,.5315335
1.8312945,1,-.6491603,.2380982
5,0,1.059473,.8362885
5,0,.9481159,.4606194
5,0,-1.007563,.7356704
2.3558182,1,1.591719,1.541213
2.539971,1,-.0996276,-.7733663
5,0,.3740892,-.7402043
.95951474,1,-1.145731,-1.061337
